"","n","min","model","pval","simslope","slope"
"log10(adult_weight)179",86,1,"PGLSSEY",1e-05,0.021,0.000474201190910646
"1179",86,1,"Compar",0.526429552375714,0.021,0.0323897416195686
"log10(adult_weight)180",90,1,"PGLSSEY",1.8e-06,0.021,0.00102910738526824
"1180",90,1,"Compar",0.219298166459455,0.021,0.0417481073437616
"log10(adult_weight)181",92,1,"PGLSSEY",5.3e-08,0.021,0.0010670243653893
"1181",92,1,"Compar",0.161787344898481,0.021,0.0625595220229922
"log10(adult_weight)182",86,1,"PGLSSEY",8.9e-07,0.021,0.00141258772931025
"1182",86,1,"Compar",0.44609677787582,0.021,0.0446274322845177
"log10(adult_weight)183",82,1,"PGLSSEY",2.8e-07,0.021,0.00102514090587308
"1183",82,1,"Compar",0.774224631863776,0.021,0.0118463082688249
"log10(adult_weight)184",89,1,"PGLSSEY",1.8e-05,0.021,0.000496035772900206
"1184",89,1,"Compar",0.0160512505290251,0.021,0.108461770610089
"log10(adult_weight)185",84,1,"PGLSSEY",1.1e-05,0.021,0.000793144617184035
"1185",84,1,"Compar",0.194536053102551,0.021,-0.100330595522182
"log10(adult_weight)186",89,1,"PGLSSEY",0.0011,0.021,0.00039323941089771
"1186",89,1,"Compar",0.0801069035591844,0.021,0.081090120219601
"log10(adult_weight)187",82,1,"PGLSSEY",1.7e-08,0.021,0.00140028171731682
"1187",82,1,"Compar",0.546291477475134,0.021,-0.023700832258704
"log10(adult_weight)188",84,1,"PGLSSEY",1.5e-10,0.021,0.00177165665932475
"1188",84,1,"Compar",0.268497766446097,0.021,-0.0510249205643696
"log10(adult_weight)189",87,1,"PGLSSEY",1.4e-06,0.021,0.00140504852047385
"1189",87,1,"Compar",0.787044321593442,0.021,-0.00836195518060556
"log10(adult_weight)190",81,1,"PGLSSEY",2.4e-05,0.021,0.000944356216269256
"1190",81,1,"Compar",0.0292947463416358,0.021,0.148483400681744
"log10(adult_weight)191",87,1,"PGLSSEY",2.7e-07,0.021,0.00225638578888614
"1191",87,1,"Compar",0.166655285776108,0.021,0.0502107603539619
"log10(adult_weight)192",86,1,"PGLSSEY",8e-06,0.021,0.00103557274686322
"1192",86,1,"Compar",0.202581670018415,0.021,-0.0545211614643093
"log10(adult_weight)193",84,1,"PGLSSEY",0.00026,0.021,0.000488156000523696
"1193",84,1,"Compar",0.594770192145385,0.021,-0.011793551928946
"log10(adult_weight)194",91,1,"PGLSSEY",3.1e-07,0.021,0.00122200468944919
"1194",91,1,"Compar",0.152958072534833,0.021,0.0614325203770103
"log10(adult_weight)195",84,1,"PGLSSEY",2.7e-06,0.021,0.00101365543338472
"1195",84,1,"Compar",0.147040398254943,0.021,0.100256230191222
"log10(adult_weight)196",81,1,"PGLSSEY",1e-05,0.021,0.000969937318792593
"1196",81,1,"Compar",0.12276216173541,0.021,0.0682931072021924
"log10(adult_weight)197",83,1,"PGLSSEY",9.7e-06,0.021,0.00134011817381559
"1197",83,1,"Compar",0.0840761798608005,0.021,0.0909306198499937
"log10(adult_weight)198",80,1,"PGLSSEY",0.00019,0.021,0.000948604315017673
"1198",80,1,"Compar",0.0517020166980311,0.021,-0.0969408705783685
"log10(adult_weight)199",87,1,"PGLSSEY",5.1e-06,0.021,0.00124643986344961
"1199",87,1,"Compar",0.0306428143279422,0.021,0.0803520821728121
"log10(adult_weight)200",300,1,"PGLSSEY",9.8e-13,0.021,0.000901942868135155
"1200",300,1,"Compar",0.086242729627795,0.021,0.0655567825273176
"log10(adult_weight)201",298,1,"PGLSSEY",9.7e-13,0.021,0.000916330902520064
"1201",298,1,"Compar",0.00513895222038752,0.021,0.0942971944138069
"log10(adult_weight)202",298,1,"PGLSSEY",2.1e-13,0.021,0.000653575636899989
"1202",298,1,"Compar",0.0184351844573722,0.021,0.0789433629610201
"log10(adult_weight)203",300,1,"PGLSSEY",4e-12,0.021,0.000868446537066331
"1203",300,1,"Compar",0.01807418285076,0.021,0.0714185961924607
"log10(adult_weight)204",299,1,"PGLSSEY",2.2e-14,0.021,0.000691743308800595
"1204",299,1,"Compar",0.580041219640059,0.021,-0.0214609696634742
"log10(adult_weight)205",307,1,"PGLSSEY",4.6e-11,0.021,0.000770466653419175
"1205",307,1,"Compar",0.0743051313730692,0.021,0.0544606650841297
"log10(adult_weight)206",305,1,"PGLSSEY",1.1e-12,0.021,0.000620101465160397
"1206",305,1,"Compar",0.00227068012194565,0.021,0.0915945086396661
"log10(adult_weight)207",305,1,"PGLSSEY",2.2e-16,0.021,0.000668140250386152
"1207",305,1,"Compar",0.49319743367051,0.021,-0.0250147474940832
"log10(adult_weight)208",301,1,"PGLSSEY",2.4e-09,0.021,0.000672426050041604
"1208",301,1,"Compar",0.00320048009668161,0.021,0.101619861152745
"log10(adult_weight)209",303,1,"PGLSSEY",1.6e-15,0.021,0.000697130593779975
"1209",303,1,"Compar",0.0283942079112887,0.021,0.0689726546812741
"log10(adult_weight)210",304,1,"PGLSSEY",4.6e-17,0.021,0.00089549049817425
"1210",304,1,"Compar",0.123133542458918,0.021,-0.0413242540100391
"log10(adult_weight)211",304,1,"PGLSSEY",3.4e-14,0.021,0.00085013247545831
"1211",304,1,"Compar",0.303268711902985,0.021,0.0335375572323793
"log10(adult_weight)212",295,1,"PGLSSEY",7.6e-14,0.021,0.000662062031004785
"1212",295,1,"Compar",0.00953073533592441,0.021,0.0892333965857981
"log10(adult_weight)213",300,1,"PGLSSEY",5.9e-14,0.021,0.00102768961044791
"1213",300,1,"Compar",0.0484722418951682,0.021,0.0513927126920088
"log10(adult_weight)214",294,1,"PGLSSEY",4e-12,0.021,0.00088265278865274
"1214",294,1,"Compar",0.228726424656261,0.021,-0.0406388965146278
"log10(adult_weight)215",297,1,"PGLSSEY",7.9e-12,0.021,0.000789757811435827
"1215",297,1,"Compar",0.019183866239628,0.021,0.0835593352682515
"log10(adult_weight)216",297,1,"PGLSSEY",4.9e-14,0.021,0.000612580995630735
"1216",297,1,"Compar",0.142966440570653,0.021,0.0637953503183577
"log10(adult_weight)217",302,1,"PGLSSEY",9.1e-12,0.021,0.000848610541604207
"1217",302,1,"Compar",0.00597881894696517,0.021,0.0799705883580404
"log10(adult_weight)218",301,1,"PGLSSEY",6.4e-14,0.021,0.000795972569098077
"1218",301,1,"Compar",0.773245899473756,0.021,0.00886196658995342
"log10(adult_weight)219",304,1,"PGLSSEY",1e-16,0.021,0.00069905700792793
"1219",304,1,"Compar",0.795390158787815,0.021,0.00707627092054786
"log10(adult_weight)220",300,1,"PGLSSEY",5.2e-17,0.021,0.000970092263247456
"1220",300,1,"Compar",0.00390515632546506,0.021,0.07017936622319
"log10(adult_weight)221",307,1,"PGLSSEY",1.8e-13,0.021,0.000997311896345655
"1221",307,1,"Compar",0.450949627084508,0.021,0.0253412867298852
"log10(adult_weight)222",305,1,"PGLSSEY",9.3e-15,0.021,0.0007346095422336
"1222",305,1,"Compar",0.158465054479862,0.021,0.043509149336769
"log10(adult_weight)223",298,1,"PGLSSEY",1.1e-17,0.021,0.00102332783238192
"1223",298,1,"Compar",0.932815344161679,0.021,-0.00192162968698462
"log10(adult_weight)224",300,1,"PGLSSEY",1.2e-11,0.021,0.000867890410081255
"1224",300,1,"Compar",0.620032218478663,0.021,0.0166875206417387
"log10(adult_weight)225",299,1,"PGLSSEY",8.9e-13,0.021,0.000637294007581144
"1225",299,1,"Compar",0.0668793135719459,0.021,0.0557088731940478
"log10(adult_weight)226",298,1,"PGLSSEY",7.7e-14,0.021,0.000842599660398958
"1226",298,1,"Compar",0.218637819861632,0.021,0.0415244998879314
"log10(adult_weight)227",296,1,"PGLSSEY",2.3e-11,0.021,0.000937461180579344
"1227",296,1,"Compar",0.0537496852126838,0.021,0.053320592257271
"log10(adult_weight)228",296,1,"PGLSSEY",2.4e-11,0.021,0.000703804230617085
"1228",296,1,"Compar",0.0266613508419993,0.021,0.0985198846484261
"log10(adult_weight)229",302,1,"PGLSSEY",1.4e-14,0.021,0.000800853412123594
"1229",302,1,"Compar",0.506093798395874,0.021,-0.0192805269801859
"log10(adult_weight)230",298,1,"PGLSSEY",7.8e-16,0.021,0.000874864460790911
"1230",298,1,"Compar",0.00688370271917327,0.021,0.0689918794619087
"log10(adult_weight)231",305,1,"PGLSSEY",4.8e-18,0.021,0.00098810296159768
"1231",305,1,"Compar",0.289589134600742,0.021,-0.0324597740654395
"log10(adult_weight)232",310,1,"PGLSSEY",6.7e-13,0.021,0.000782805463215703
"1232",310,1,"Compar",0.25029481855905,0.021,0.0444648137824757
"log10(adult_weight)233",300,1,"PGLSSEY",2.1e-10,0.021,0.000561086893206085
"1233",300,1,"Compar",0.956805350019964,0.021,-0.0012777409139284
"log10(adult_weight)234",299,1,"PGLSSEY",4.5e-14,0.021,0.000763471823685058
"1234",299,1,"Compar",0.483021641988621,0.021,-0.0225989820297863
"log10(adult_weight)235",297,1,"PGLSSEY",2.1e-15,0.021,0.000877159246854972
"1235",297,1,"Compar",0.0047843732109325,0.021,0.0885661954547867
"log10(adult_weight)236",296,1,"PGLSSEY",2.6e-18,0.021,0.000843502169892376
"1236",296,1,"Compar",0.12620007574028,0.021,0.0637429807948626
"log10(adult_weight)237",305,1,"PGLSSEY",4.2e-14,0.021,0.000720509985695737
"1237",305,1,"Compar",0.28625585213844,0.021,0.0296139560528923
"log10(adult_weight)238",297,1,"PGLSSEY",2.2e-11,0.021,0.000708810290870317
"1238",297,1,"Compar",0.560803304696692,0.021,0.0156477325016287
"log10(adult_weight)239",308,1,"PGLSSEY",4e-12,0.021,0.000891344048567559
"1239",308,1,"Compar",0.00679774791205912,0.021,-0.0981442016117113
"log10(adult_weight)240",307,1,"PGLSSEY",7.9e-18,0.021,0.00102187886732888
"1240",307,1,"Compar",8.94375147209026e-05,0.021,0.11606006549433
"log10(adult_weight)241",304,1,"PGLSSEY",3.2e-11,0.021,0.000751844669153573
"1241",304,1,"Compar",0.727970509402284,0.021,0.00899510396471204
"log10(adult_weight)242",291,1,"PGLSSEY",1.2e-11,0.021,0.000919042769743194
"1242",291,1,"Compar",0.114086273080894,0.021,-0.0496711403701884
"log10(adult_weight)243",303,1,"PGLSSEY",6.5e-17,0.021,0.00093838036680457
"1243",303,1,"Compar",0.0157862857369298,0.021,0.0678529274840178
"log10(adult_weight)244",295,1,"PGLSSEY",2.3e-14,0.021,0.000799549675157152
"1244",295,1,"Compar",0.0448629269469403,0.021,0.0511115470621921
"log10(adult_weight)245",296,1,"PGLSSEY",9.7e-12,0.021,0.000615333733845605
"1245",296,1,"Compar",0.00156594949587796,0.021,0.0924993389367978
"log10(adult_weight)246",308,1,"PGLSSEY",6.8e-15,0.021,0.000799602444596944
"1246",308,1,"Compar",0.985351475262039,0.021,0.000469189822354554
"log10(adult_weight)247",305,1,"PGLSSEY",5.5e-15,0.021,0.000795147836770919
"1247",305,1,"Compar",0.386541156616309,0.021,0.0233818993362234
"log10(adult_weight)248",297,1,"PGLSSEY",3e-15,0.021,0.00082630193484073
"1248",297,1,"Compar",0.0821707582653193,0.021,0.0420454130921124
"log10(adult_weight)249",306,1,"PGLSSEY",3.1e-17,0.021,0.000682404547840295
"1249",306,1,"Compar",0.491921241851225,0.021,-0.0188161351441938
"log10(adult_weight)250",299,1,"PGLSSEY",2.4e-14,0.021,0.000628534859645899
"1250",299,1,"Compar",0.35708899813998,0.021,0.032173422677678
"log10(adult_weight)251",294,1,"PGLSSEY",5.4e-16,0.021,0.000809812517048304
"1251",294,1,"Compar",0.929736813613891,0.021,-0.0028549156090274
"log10(adult_weight)252",298,1,"PGLSSEY",2.9e-16,0.021,0.000898609555145302
"1252",298,1,"Compar",0.981751569250205,0.021,0.000554767993834915
"log10(adult_weight)253",302,1,"PGLSSEY",4.1e-10,0.021,0.000742612476847444
"1253",302,1,"Compar",0.920706010103799,0.021,-0.00331652679301131
"log10(adult_weight)254",300,1,"PGLSSEY",2e-16,0.021,0.000939437644931952
"1254",300,1,"Compar",0.532598741155025,0.021,-0.0198247919927188
"log10(adult_weight)255",302,1,"PGLSSEY",3.5e-14,0.021,0.0007256477988589
"1255",302,1,"Compar",0.00120285075691218,0.021,0.0814577942623229
"log10(adult_weight)256",303,1,"PGLSSEY",7.6e-17,0.021,0.000976956905576561
"1256",303,1,"Compar",0.00101939602539147,0.021,0.107972471252141
"log10(adult_weight)257",299,1,"PGLSSEY",3.5e-09,0.021,0.000697102815067096
"1257",299,1,"Compar",0.0484830034441328,0.021,0.0773397067096089
"log10(adult_weight)258",297,1,"PGLSSEY",8.6e-17,0.021,0.0008147244976013
"1258",297,1,"Compar",0.843058560538321,0.021,-0.00725102462884486
"log10(adult_weight)259",304,1,"PGLSSEY",1.2e-13,0.021,0.00109589716128209
"1259",304,1,"Compar",0.278770125379147,0.021,0.0323366920886992
"log10(adult_weight)260",305,1,"PGLSSEY",3.1e-13,0.021,0.000929202065265805
"1260",305,1,"Compar",0.0158641985525367,0.021,0.0680839943854292
"log10(adult_weight)261",297,1,"PGLSSEY",1.8e-13,0.021,0.000744512597198631
"1261",297,1,"Compar",0.419973812936489,0.021,0.0275111990168107
"log10(adult_weight)262",305,1,"PGLSSEY",2.5e-15,0.021,0.0010939845689728
"1262",305,1,"Compar",0.327634369045863,0.021,0.0253356315391131
"log10(adult_weight)263",298,1,"PGLSSEY",1.8e-14,0.021,0.000378489939476474
"1263",298,1,"Compar",0.966489391599451,0.021,-0.00157556720258833
"log10(adult_weight)264",300,1,"PGLSSEY",8.4e-15,0.021,0.000615229302255548
"1264",300,1,"Compar",0.00193355330693823,0.021,0.119634643684752
"log10(adult_weight)265",300,1,"PGLSSEY",9e-14,0.021,0.000676445955052896
"1265",300,1,"Compar",0.15565280500163,0.021,0.0424597346677986
"log10(adult_weight)266",296,1,"PGLSSEY",2e-14,0.021,0.000875014754259749
"1266",296,1,"Compar",0.0030399039828759,0.021,0.0925867885183691
"log10(adult_weight)267",306,1,"PGLSSEY",3e-13,0.021,0.00101700527258795
"1267",306,1,"Compar",0.721151932938249,0.021,0.0108504781051848
"log10(adult_weight)268",303,1,"PGLSSEY",2.7e-14,0.021,0.000665611046210832
"1268",303,1,"Compar",0.504052675118219,0.021,0.0220958035261982
"log10(adult_weight)269",295,1,"PGLSSEY",1.2e-13,0.021,0.000775409272468629
"1269",295,1,"Compar",0.969025430623499,0.021,-0.00100746662485163
"log10(adult_weight)270",304,1,"PGLSSEY",7.5e-13,0.021,0.000890317527390258
"1270",304,1,"Compar",0.52784487958669,0.021,0.0179464936690819
"log10(adult_weight)271",305,1,"PGLSSEY",2.2e-15,0.021,0.000477967293972997
"1271",305,1,"Compar",0.0225314275271116,0.021,0.118561979847413
"log10(adult_weight)272",305,1,"PGLSSEY",1.6e-16,0.021,0.000794318267109073
"1272",305,1,"Compar",1.78972923321474e-05,0.021,0.150339769395587
"log10(adult_weight)273",302,1,"PGLSSEY",9.5e-14,0.021,0.000787420407982337
"1273",302,1,"Compar",0.679701435053162,0.021,-0.0125600380924586
"log10(adult_weight)274",301,1,"PGLSSEY",9e-16,0.021,0.000739153534987745
"1274",301,1,"Compar",0.00901601698122056,0.021,-0.0879620426751515
"log10(adult_weight)275",306,1,"PGLSSEY",9.3e-15,0.021,0.000772824036610442
"1275",306,1,"Compar",0.622752113395002,0.021,-0.0150292055427954
"log10(adult_weight)276",296,1,"PGLSSEY",1.6e-12,0.021,0.000621896896421495
"1276",296,1,"Compar",0.674986282734055,0.021,0.0126031379378708
"log10(adult_weight)277",297,1,"PGLSSEY",2.6e-14,0.021,0.0006257937645164
"1277",297,1,"Compar",0.965588130704958,0.021,0.00167959175268173
"log10(adult_weight)278",298,1,"PGLSSEY",2.1e-13,0.021,0.000772848157369968
"1278",298,1,"Compar",0.00631485374574314,0.021,0.104403463981966
"log10(adult_weight)279",304,1,"PGLSSEY",5e-12,0.021,0.000763401857296832
"1279",304,1,"Compar",0.443500679865206,0.021,-0.0278998052233272
"log10(adult_weight)280",298,1,"PGLSSEY",8.7e-14,0.021,0.000987214617138706
"1280",298,1,"Compar",0.235613535470244,0.021,0.0472606052464357
"log10(adult_weight)281",299,1,"PGLSSEY",4.8e-11,0.021,0.000554705717372204
"1281",299,1,"Compar",0.0227562533839878,0.021,0.0862047003374471
"log10(adult_weight)282",301,1,"PGLSSEY",1.8e-17,0.021,0.00058071564908976
"1282",301,1,"Compar",0.580706483009073,0.021,0.0156071063796057
"log10(adult_weight)283",292,1,"PGLSSEY",8.2e-13,0.021,0.000660366458208481
"1283",292,1,"Compar",0.000670673314231873,0.021,0.0916185978505397
"log10(adult_weight)284",300,1,"PGLSSEY",3.1e-12,0.021,0.00069296118292543
"1284",300,1,"Compar",0.000405050871376655,0.021,0.111221251755905
"log10(adult_weight)285",308,1,"PGLSSEY",8.7e-13,0.021,0.000967712179062254
"1285",308,1,"Compar",0.149978101257482,0.021,0.0405931522518896
"log10(adult_weight)286",303,1,"PGLSSEY",5.1e-15,0.021,0.000682182150735339
"1286",303,1,"Compar",0.886137034601478,0.021,0.00457893063730275
"log10(adult_weight)287",306,1,"PGLSSEY",5.5e-11,0.021,0.000825029542799996
"1287",306,1,"Compar",0.00289863146053859,0.021,0.0892713504850402
"log10(adult_weight)288",298,1,"PGLSSEY",9.6e-16,0.021,0.000799452507693751
"1288",298,1,"Compar",0.0778729937133806,0.021,0.0542234866435001
"log10(adult_weight)289",303,1,"PGLSSEY",1.4e-13,0.021,0.00109237773486175
"1289",303,1,"Compar",0.914308814817345,0.021,0.00308887001554803
"log10(adult_weight)290",304,1,"PGLSSEY",2e-16,0.021,0.000775356206714761
"1290",304,1,"Compar",0.000122322837200706,0.021,0.16032947095329
"log10(adult_weight)291",303,1,"PGLSSEY",2.7e-15,0.021,0.000830925967688481
"1291",303,1,"Compar",0.204082909925412,0.021,0.0328831437572661
"log10(adult_weight)292",298,1,"PGLSSEY",2.8e-12,0.021,0.000687045681037023
"1292",298,1,"Compar",0.545173527788129,0.021,0.0179184885507495
"log10(adult_weight)293",305,1,"PGLSSEY",1.6e-12,0.021,0.000903815977661587
"1293",305,1,"Compar",0.00320803026750904,0.021,0.0794307643803291
"log10(adult_weight)294",305,1,"PGLSSEY",5.8e-15,0.021,0.000841803740872887
"1294",305,1,"Compar",0.878767369023678,0.021,0.0054677412477071
"log10(adult_weight)295",301,1,"PGLSSEY",2e-16,0.021,0.000888398823454315
"1295",301,1,"Compar",0.0148494794552221,0.021,0.0657504948319305
"log10(adult_weight)296",302,1,"PGLSSEY",1e-11,0.021,0.000544053931589876
"1296",302,1,"Compar",0.440299777852055,0.021,-0.0276289977688453
"log10(adult_weight)297",297,1,"PGLSSEY",2.5e-16,0.021,0.000339362612889048
"1297",297,1,"Compar",0.345459436492942,0.021,-0.0387703568022051
"log10(adult_weight)298",301,1,"PGLSSEY",4.6e-15,0.021,0.000818819682155103
"1298",301,1,"Compar",0.802072050493452,0.021,0.00817554179166624
"log10(adult_weight)299",300,1,"PGLSSEY",2.6e-16,0.021,0.000894516558717464
"1299",300,1,"Compar",0.60896598121361,0.021,-0.0155879743280716
"log10(adult_weight)300",46,5,"PGLSSEY",3.6e-06,0.021,0.00239182175688371
"1300",46,5,"Compar",0.158286998756598,0.021,0.0277081289163975
"log10(adult_weight)301",44,5,"PGLSSEY",0.001,0.021,0.00127910848154884
"1301",44,5,"Compar",0.23557460655661,0.021,0.0628314612107062
"log10(adult_weight)302",43,5,"PGLSSEY",0.011,0.021,0.000858275567967535
"1302",43,5,"Compar",0.825706892228615,0.021,-0.022077383699278
"log10(adult_weight)303",41,5,"PGLSSEY",0.00068,0.021,0.00134017647904268
"1303",41,5,"Compar",0.797860996828995,0.021,-0.0197860039938285
"log10(adult_weight)304",45,5,"PGLSSEY",0.0076,0.021,0.000687232563368361
"1304",45,5,"Compar",0.580316401761979,0.021,-0.0313981227232274
"log10(adult_weight)305",43,5,"PGLSSEY",5.9e-05,0.021,0.00209061283930592
"1305",43,5,"Compar",0.175146041463551,0.021,0.0337144106073632
"log10(adult_weight)306",46,5,"PGLSSEY",0.0019,0.021,0.000834359371471837
"1306",46,5,"Compar",0.107248360665162,0.021,-0.114748105687617
"log10(adult_weight)307",46,5,"PGLSSEY",0.00044,0.021,0.000944655801430277
"1307",46,5,"Compar",0.826738744576039,0.021,-0.010319866296322
"log10(adult_weight)308",45,5,"PGLSSEY",0.0018,0.021,0.00137968767626873
"1308",45,5,"Compar",0.785637122163701,0.021,-0.0231225958414689
"log10(adult_weight)309",46,5,"PGLSSEY",1.4e-08,0.021,0.00291412100914894
"1309",46,5,"Compar",0.214740108413777,0.021,0.0437477497765766
"log10(adult_weight)310",46,5,"PGLSSEY",2.1e-06,0.021,0.00208937010054529
"1310",46,5,"Compar",0.11685698352361,0.021,0.0687588492618421
"log10(adult_weight)311",47,5,"PGLSSEY",2.1e-07,0.021,0.00299147171044745
"1311",47,5,"Compar",0.399009894592277,0.021,0.0166635125562615
"log10(adult_weight)312",44,5,"PGLSSEY",9.3e-06,0.021,0.00304953069294505
"1312",44,5,"Compar",0.00274198967775385,0.021,0.0417217197334945
"log10(adult_weight)313",44,5,"PGLSSEY",0.0021,0.021,0.00105224838464124
"1313",44,5,"Compar",0.751314844881886,0.021,-0.0144981728337927
"log10(adult_weight)314",43,5,"PGLSSEY",6.6e-05,0.021,0.0017537626358909
"1314",43,5,"Compar",0.632673646794461,0.021,0.0281443621800777
"log10(adult_weight)315",42,5,"PGLSSEY",0.00013,0.021,0.00208926555213281
"1315",42,5,"Compar",0.0261571308154021,0.021,0.0569152606014967
"log10(adult_weight)316",46,5,"PGLSSEY",0.0015,0.021,0.00072360201907019
"1316",46,5,"Compar",0.966028412852519,0.021,0.00201878834382851
"log10(adult_weight)317",44,5,"PGLSSEY",0.018,0.021,0.000596631865459848
"1317",44,5,"Compar",0.528252303202112,0.021,-0.0550370206614272
"log10(adult_weight)318",43,5,"PGLSSEY",3.3e-05,0.021,0.00221566063893778
"1318",43,5,"Compar",0.283152694575227,0.021,0.0407510237566335
"log10(adult_weight)319",44,5,"PGLSSEY",3e-05,0.021,0.00116648610182804
"1319",44,5,"Compar",0.12146766631647,0.021,0.0865052319273847
"log10(adult_weight)320",45,5,"PGLSSEY",4.2e-05,0.021,0.00110337814650324
"1320",45,5,"Compar",0.624627568906512,0.021,0.0245220715394895
"log10(adult_weight)321",48,5,"PGLSSEY",0.00028,0.021,0.0013209000699632
"1321",48,5,"Compar",0.3523715222563,0.021,0.0482501191021185
"log10(adult_weight)322",46,5,"PGLSSEY",0.00011,0.021,0.00143173513681137
"1322",46,5,"Compar",0.438821308128327,0.021,0.0360809103950568
"log10(adult_weight)323",47,5,"PGLSSEY",2.1e-06,0.021,0.00284986771131196
"1323",47,5,"Compar",0.524809398873612,0.021,0.0201540357352368
"log10(adult_weight)324",43,5,"PGLSSEY",0.0028,0.021,0.000974433011665449
"1324",43,5,"Compar",0.0972641981795108,0.021,0.0773800311526978
